,id,keywords,cast,genres,imdb_id,original_language,revenue,release_date,spoken_languages,title,vote_average,vote_count,overview,poster_path,popularity,Director,combined_keywords,genres_set_str,movie_index
63,370178,anonymous,MeeganWarner IanMeadows OliviaDeJonge JoshQuongTart PatrickHarvey CassandraMagrath SteveMouzakis JohnBrumpton SigridThornton,['Horror'],tt4467626,en,0.0,2016,"[{'iso_639_1': 'en', 'name': 'English'}]",Scare Campaign,6.2,36.0,"Popular prank TV show, Scare Campaign, has been entertaining audiences for the last 5 years with its mix of old school scares and hidden camera fun. But as we enter a new age of online TV the producers find themselves up against a new hard edged web series which makes their show look decidedly quaint. It's time to up the ante, but will the team go too far this time, and are they about to prank the wrong guy?",/b5DqwR3vc2qlm4jEcxinu00yGYN.jpg,2.850998,"['Cameron Cairnes', 'Colin Cairnes']",anonymous 2016 popular prank tv show scare campaign entertaining audience last 5 year mix old school scare hidden camera fun enter new age online tv producer find new hard edged web series make show look decidedly quaint time ante team go far time prank wrong guy Cameron Cairnes Colin Cairnes MeeganWarner IanMeadows OliviaDeJonge JoshQuongTart PatrickHarvey CassandraMagrath SteveMouzakis JohnBrumpton SigridThornton,Horror,63
64,31005,,JakeGyllenhaal DustinHoffman SusanSarandon AleksiaLandeau EllenPompeo RichardMessing LevFriedman BobClendenin JimFyfe MaryEllenTrainor RichardFancy MarciaMitzmanGaven HollyHunter GordonClapp DabneyColeman ColombeJacobsen-Derstine,"['Romance', 'Drama']",tt0179098,en,10011050.0,2002,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'he', 'name': 'עִבְרִית'}]",Moonlight Mile,6.4,54.0,"As he copes with the death of his fiancee along with her parents, a young man must figure out what he wants out of life.",/paSG3UmjxU0ZpzKWYk3AMqjZWyk.jpg,14.074906,['Brad Silberling'], 2002 cope death fiancee along parent young man must figure want life Brad Silberling JakeGyllenhaal DustinHoffman SusanSarandon AleksiaLandeau EllenPompeo RichardMessing LevFriedman BobClendenin JimFyfe MaryEllenTrainor RichardFancy MarciaMitzmanGaven HollyHunter GordonClapp DabneyColeman ColombeJacobsen-Derstine,Drama Romance,64
65,408151,,OliviaHolt McKaleyMiller RyanMcCartan AlexWolff CiaraHanna AudreyWhitby ChandlerMassey SydneyPark VanessaMerrell VeronicaMerrell ReganBurns TimothyGranaderos Julianworks RadekLord DanielVasquez HowardCai StonyBlyden DianaCaravella UnaJensen ChelseyKnutson,['Comedy'],tt4549224,en,0.0,2016,"[{'iso_639_1': 'en', 'name': 'English'}]",The Standoff,4.6,14.0,"At Big Jim’s Auto Depot there’s only one rule. The last man – or woman – standing wins. Eight teens enter, one teen leaves. Actually, all eight teens leave, but only one leaves with the ride of their dreams. To reach that dream, they’re going through a nightmare. Keep your hand on the car. That sounds simple enough, but two days of sleep deprivation and fierce competition can make things awfully hard.",/1f0SsvA4GaapzUWn0Di53dzejec.jpg,0.8557,['Ilyssa Goodman'], 2016 big jim auto depot one rule last man woman standing win eight teen enter one teen leaf actually eight teen leave one leaf ride dream reach dream going nightmare keep hand car sound simple enough two day sleep deprivation fierce competition make thing awfully hard Ilyssa Goodman OliviaHolt McKaleyMiller RyanMcCartan AlexWolff CiaraHanna AudreyWhitby ChandlerMassey SydneyPark VanessaMerrell VeronicaMerrell ReganBurns TimothyGranaderos Julianworks RadekLord DanielVasquez HowardCai StonyBlyden DianaCaravella UnaJensen ChelseyKnutson,Comedy,65
66,383121,undercover kindergarten children teacher school fishoutofwater fbiagent,DolphLundgren SarahStrange AndreTricoteux AleksPaunovic FionaVroom RebeccaOlson BillBellamy JodyThompson DarlaTaylor CarolynAdair Enid-RayeAdams JennySandersson ChrisViolette NicholasCarella MichaelP.Northey RaphaelAlejandro DeanPetriw AbbieMagnuson JosiahBlack TyreahHerbert BlakeStadel ValenciaBudijanto OscarHartley WilliamBudijanto,"['Action', 'Comedy']",tt4763168,en,0.0,2016,"[{'iso_639_1': 'en', 'name': 'English'}]",Kindergarten Cop 2,4.6,63.0,"Assigned to recover sensitive stolen data, a gruff FBI agent goes undercover as a kindergarten teacher, but the school's liberal, politically correct environment is more than he bargained for.",/1bnUlEiZcnJvr9znpl8HbruErIb.jpg,13.927597,['Don Michael Paul'],undercover kindergarten children teacher school fishoutofwater fbiagent 2016 assigned recover sensitive stolen data gruff fbi agent go undercover kindergarten teacher school liberal politically correct environment bargained Don Michael Paul DolphLundgren SarahStrange AndreTricoteux AleksPaunovic FionaVroom RebeccaOlson BillBellamy JodyThompson DarlaTaylor CarolynAdair Enid-RayeAdams JennySandersson ChrisViolette NicholasCarella MichaelP.Northey RaphaelAlejandro DeanPetriw AbbieMagnuson JosiahBlack TyreahHerbert BlakeStadel ValenciaBudijanto OscarHartley WilliamBudijanto,Action Comedy,66
67,26525,flight guardianangel wings,BudCort SallyKellerman MichaelMurphy WilliamWindom ShelleyDuvall ReneAuberjonois StacyKeach JohnSchuck MargaretHamilton JenniferSalt CoreyFischer BertRemsen MarilynBurns,"['Fantasy', 'Comedy']",tt0065492,en,0.0,1970,"[{'iso_639_1': 'en', 'name': 'English'}]",Brewster McCloud,6.7,15.0,"Brewster is an owlish, intellectual boy who lives in a fallout shelter of the Houston Astrodome. He has a dream: to take flight within the confines of the stadium. Brewster tells those he trusts of his dream, but displays a unique way of treating others who do not fit within his plans.",/6FMK63YIXAoTeBSt5DdQIyJBdxz.jpg,4.433745,['Robert Altman'],flight guardianangel wings 1970 brewster owlish intellectual boy life fallout shelter houston astrodome dream take flight within confines stadium brewster tell trust dream display unique way treating others fit within plan Robert Altman BudCort SallyKellerman MichaelMurphy WilliamWindom ShelleyDuvall ReneAuberjonois StacyKeach JohnSchuck MargaretHamilton JenniferSalt CoreyFischer BertRemsen MarilynBurns,Fantasy Comedy,67
68,13785,illinois petshop poodle independentfilm mockumentary terrier kimono,JayBrazeau ParkerPosey MichaelHitchcock CatherineO'Hara EugeneLevy BobBalaban WillSasso StephenE.Miller ChristopherGuest MichaelMcKean JohnMichaelHiggins ColinCunningham FredWillard JenniferCoolidge JaneLynch LarryMiller RachaelHarris EdBegleyJr.,['Comedy'],tt0218839,en,0.0,2000,"[{'iso_639_1': 'en', 'name': 'English'}]",Best in Show,6.7,168.0,"The tension is palpable, the excitement is mounting and the heady scent of competition is in the air as hundreds of eager contestants from across America prepare to take part in what is undoubtedly one of the greatest events of their lives -- the Mayflower Dog Show. The canine contestants and their owners are as wondrously diverse as the great country that has bred them.",/rDoVUVT5CGkraBjEukfBTHsxBN9.jpg,6.256848,['Christopher Guest'],illinois petshop poodle independentfilm mockumentary terrier kimono 2000 tension palpable excitement mounting heady scent competition air hundred eager contestant across america prepare take part undoubtedly one greatest event life mayflower dog show canine contestant owner wondrously diverse great country bred Christopher Guest JayBrazeau ParkerPosey MichaelHitchcock CatherineO'Hara EugeneLevy BobBalaban WillSasso StephenE.Miller ChristopherGuest MichaelMcKean JohnMichaelHiggins ColinCunningham FredWillard JenniferCoolidge JaneLynch LarryMiller RachaelHarris EdBegleyJr.,Comedy,68
69,33468,transplantation experiment mutant brain fiancé surgeon stripclub stripper carcrash laboratory independentfilm gore disembodiedhead maddoctor bmovie decapitation severedhead caraccident violence transplant armrippedoff surgery,JasonEvers VirginiaLeith DorisBrent AudreyDevereal EddieCarmel AdeleLamont BonnieSharie PaulaMaurice MarilynHanold BruceBrighton BruceKerr ArnyFreeman FredMartin LolaMason LeslieDaniels,"['Horror', 'Science Fiction']",tt0052646,en,0.0,1962,"[{'iso_639_1': 'en', 'name': 'English'}]",The Brain That Wouldn't Die,4.4,34.0,"Dr. Bill Cortner (Jason Evers) and his fiancée, Jan Compton (Virginia Leith), are driving to his lab when they get into a horrible car accident. Compton is decapitated. But Cortner is not fazed by this seemingly insurmountable hurdle. His expertise is in transplants, and he is excited to perform the first head transplant. Keeping Compton's head alive in his lab, Cortner plans the groundbreaking yet unorthodox surgery. First, however, he needs a body.",/lEmcF0P87S1sGKKkzZwIYYbqv6R.jpg,2.131425,['Joseph Green'],transplantation experiment mutant brain fiancé surgeon stripclub stripper carcrash laboratory independentfilm gore disembodiedhead maddoctor bmovie decapitation severedhead caraccident violence transplant armrippedoff surgery 1962 bill cortner jason evers fiancée jan compton virginia leith driving lab get horrible car accident compton decapitated cortner fazed seemingly insurmountable hurdle expertise transplant excited perform first head transplant keeping compton head alive lab cortner plan groundbreaking yet unorthodox surgery first however need body Joseph Green JasonEvers VirginiaLeith DorisBrent AudreyDevereal EddieCarmel AdeleLamont BonnieSharie PaulaMaurice MarilynHanold BruceBrighton BruceKerr ArnyFreeman FredMartin LolaMason LeslieDaniels,Science Fiction Horror,69
70,214138,womandirector,BetoBenitez SamanthaCastillo SamuelLangeZambrano NellyRamos MaríaEmiliaSulbarán,['Drama'],tt3074610,es,0.0,2013,"[{'iso_639_1': 'es', 'name': 'Español'}]",Bad Hair,6.9,17.0,"A nine-year-old boy’s preening obsession with straightening his hair elicits a tidal wave of homophobic panic in his hard-working mother, in this tender but clear-eyed coming-of-age tale.",/a5GTvEsrLuUmaJB612LBK4NNbc5.jpg,1.869016,['Mariana Rondón'],womandirector 2013 boy preening obsession straightening hair elicits tidal wave homophobic panic mother tender tale Mariana Rondón BetoBenitez SamanthaCastillo SamuelLangeZambrano NellyRamos MaríaEmiliaSulbarán,Drama,70
71,45882,desert,ParvizShahinkhou MaryamHamid HosseinPanahi NessimKhaloul MohamedGraïaa GolshiftehFarahani,['Drama'],tt0395461,fa,0.0,2005,"[{'iso_639_1': 'ar', 'name': 'العربية'}, {'iso_639_1': 'fa', 'name': 'فارسی'}]",Bab'Aziz,7.2,8.0,"The story of a blind dervish named Bab'Aziz and his spirited granddaughter, Ishtar. Together they wander the desert in search of a great reunion of dervishes that takes place just once every thirty years. With faith as their only guide, the two journey for days through the expansive, barren landscape.",/2VgPNGxmbteu1AIEVFX7RdiLf36.jpg,1.753255,['Nacer Khemir'],desert 2005 story blind dervish named spirited granddaughter ishtar together wander desert search great reunion dervish take place every thirty year faith guide two journey day expansive barren landscape Nacer Khemir ParvizShahinkhou MaryamHamid HosseinPanahi NessimKhaloul MohamedGraïaa GolshiftehFarahani,Drama,71
72,33560,suicide gay independentfilm teenager,JamesDuval RokoBelic SusanBehshid JeneeGill CraigGilmore GilbertLuna LanceMay AlanBoyce,"['Comedy', 'Drama']",tt0108366,en,0.0,1993,"[{'iso_639_1': 'en', 'name': 'English'}]",Totally Fucked Up,6.5,12.0,"Life really sucks for a group of gay and lesbian teenagers living in Los Angeles. Their parents kicked them out, they're broke and bored, their lovers cheat on them, and they're harassed by fag-bashers. If things are going to be this way, maybe suicide isn't a bad idea; at least not in the mind of Andy, our major protagonist, who gives the film its title by describing himself as ""totally fucked up"".",/gqDgMX0fWo4FNjHQemGk1Vei9Ec.jpg,1.520025,['Gregg Araki'],suicide gay independentfilm teenager 1993 life really suck group gay lesbian teenager living los angeles parent kicked broke bored lover cheat harassed thing going way maybe suicide bad idea least mind andy major protagonist give film title describing totally fucked Gregg Araki JamesDuval RokoBelic SusanBehshid JeneeGill CraigGilmore GilbertLuna LanceMay AlanBoyce,Drama Comedy,72
73,15515,island magic lamp sinbad escape,KerwinMathews KathrynGrant TorinThatcher RichardEyer AlecMango DannyGreen HaroldKasket AlfredBrown NanaDeHerrera NinoFalanga LuisGuedes VirgílioTeixeira,"['Action', 'Adventure', 'Family', 'Fantasy']",tt0051337,en,0.0,1958,"[{'iso_639_1': 'en', 'name': 'English'}]",The 7th Voyage of Sinbad,6.8,52.0,"When a princess is shrunken by an evil wizard, Sinbad must undertake a quest to an island of monsters to cure her and prevent a war.",/mzEFF9YRN13HLz6Cq7jMYR8aHVb.jpg,11.118379,['Nathan H. Juran'],island magic lamp sinbad escape 1958 princess shrunken evil wizard sinbad must undertake quest island monster cure prevent war Nathan H. Juran KerwinMathews KathrynGrant TorinThatcher RichardEyer AlecMango DannyGreen HaroldKasket AlfredBrown NanaDeHerrera NinoFalanga LuisGuedes VirgílioTeixeira,Adventure Fantasy Action Family,73
74,10047,schizophrenia france rape siege biography orléans charlesvii. falsehistory joanofarc religiousdelusions,MillaJovovich DustinHoffman FayeDunaway JohnMalkovich VincentCassel TchékyKaryo RabAffleck StéphaneAlgoud EdwinApps DavidBailie ChristianBarbier TimothyBateson DavidBegg ChristianBergner AndrewBirkin DominicBorrelli JohnBoswall MatthewBowyer PaulBrooke BruceByron CharlesCork PatriceCossoneau TonyD'Amario DanielDaujon TonioDescanvelle PhilippeduJanerand SissiDuparc BarbaraElbourn ChristianErickson DavidBarber JosephRezwin JemimaWest,"['Adventure', 'Drama', 'Action', 'History', 'War']",tt0151137,fr,66976317.0,1999,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'la', 'name': 'Latin'}]",The Messenger: The Story of Joan of Arc,6.2,373.0,In 1429 a teenage girl from a remote French village stood before her King with a message she claimed came from God; that she would defeat the world's greatest army and liberate her country from its political and religious turmoil. Following her mission to reclaim god's dimished kingdom - through her amazing victories until her violent and untimely death.,/3XCzDTqh4X5YHxwys0IOpDyi7ly.jpg,9.471838,['Luc Besson'],schizophrenia france rape siege biography orléans charlesvii. falsehistory joanofarc religiousdelusions 1999 1429 teenage girl remote french village stood king message claimed came god would defeat world greatest army liberate country political religious turmoil following mission reclaim god dimished kingdom amazing victory violent untimely death Luc Besson MillaJovovich DustinHoffman FayeDunaway JohnMalkovich VincentCassel TchékyKaryo RabAffleck StéphaneAlgoud EdwinApps DavidBailie ChristianBarbier TimothyBateson DavidBegg ChristianBergner AndrewBirkin DominicBorrelli JohnBoswall MatthewBowyer PaulBrooke BruceByron CharlesCork PatriceCossoneau TonyD'Amario DanielDaujon TonioDescanvelle PhilippeduJanerand SissiDuparc BarbaraElbourn ChristianErickson DavidBarber JosephRezwin JemimaWest,Drama Action War History Adventure,74
75,143247,,RachelYork DannyPino AnnDowd MadelineZima LaChanze OliviaTennet,"['TV Movie', 'Drama']",tt0361856,en,0.0,2003,"[{'iso_639_1': 'en', 'name': 'English'}]",Lucy,6.3,8.0,"MOW about the life of Lucille Ball, focusing on the loving yet tumultuous relationship with Desi Arnaz.",/4kQ7H5tN2WpFUQYRtMUjbZHIHYs.jpg,0.981883,['Glenn A. Jordan'], 2003 mow life lucille ball focusing loving yet tumultuous relationship desi arnaz Glenn A. Jordan RachelYork DannyPino AnnDowd MadelineZima LaChanze OliviaTennet,TV Movie Drama,75
76,14220,tvshow bigfoot,SteveZahn AllenCovert JonahHill KevinHeffernan AshleyScott PeterDante HarryHamlin RobertPatrick JoeDonBaker BlakeClark JustinLong JeffGarlin ErnestBorgnine OliverHudson JakeAbel JasonSandler,['Comedy'],tt0489282,en,6575282.0,2008,"[{'iso_639_1': 'en', 'name': 'English'}]",Strange Wilderness,4.7,70.0,"With the ratings dropping for a wilderness-themed TV show, two animal fans go to the Andes in search of Bigfoot.",/iiwrIF8E0Q9lITeo949FuyU8Roe.jpg,5.024661,['Fred Wolf'],tvshow bigfoot 2008 rating dropping tv show two animal fan go andes search bigfoot Fred Wolf SteveZahn AllenCovert JonahHill KevinHeffernan AshleyScott PeterDante HarryHamlin RobertPatrick JoeDonBaker BlakeClark JustinLong JeffGarlin ErnestBorgnine OliverHudson JakeAbel JasonSandler,Comedy,76
77,88418,,BennoFürmann NinaHoss AntjeWestermann AstridMeyerfeldt MatthiasMatschke SorayaGomaa StephanKampwirth MartinAaronMüseler AnnaPriese FlorianPanzner AndréSzymanski PeterKurth SimonevonZglinicki MargaritaBroich SvenPippig,['Drama'],tt0355029,de,0.0,2003,"[{'iso_639_1': 'de', 'name': 'Deutsch'}]",Wolfsburg,6.5,8.0,"Philipp Gerber is a smart, but self-satisfied car salesman. In an inattentive moment at the wheel of his car, he runs over a biker and drives away. As he has feelings of guilt, he tries to find out more about the accident's victim and learns that the boy lies seriously injured in a hospital. Philipp wants to tell his mother Laura Reiser the truth, but he doesn't. After a carefree holiday with his girlfriend Katja, he learns that the boy is dead. Meanwhile, Laura staggers between grief and the desire for revenge. One evening, she can't bear it any more and jumps off a bridge, but Philipp saves her life",/ihLFeHoEHDoDO5K5hCHlfayriqb.jpg,0.310841,['Christian Petzold'], 2003 philipp gerber smart car salesman inattentive moment wheel car run biker drive away feeling guilt try find accident victim learns boy lie seriously injured hospital philipp want tell mother laura reiser truth carefree holiday girlfriend katja learns boy dead meanwhile laura stagger grief desire revenge one evening ca bear jump bridge philipp save life Christian Petzold BennoFürmann NinaHoss AntjeWestermann AstridMeyerfeldt MatthiasMatschke SorayaGomaa StephanKampwirth MartinAaronMüseler AnnaPriese FlorianPanzner AndréSzymanski PeterKurth SimonevonZglinicki MargaritaBroich SvenPippig,Drama,77
78,161456,corruption cheating olympiansportsteam doping cover-up sportsscandal,EskoAho ArtoHalonen,"['Documentary', 'Foreign']",tt2142889,en,0.0,2012,"[{'iso_639_1': 'fi', 'name': 'suomi'}]",When Heroes Lie,6.8,6.0,"A huge doping scandal erupted at the 2001 cross-country skiing world championship in Lahti, Finland, leading to large numbers of disqualifications. Athletes from the host country in particular had made generous use of illegal performance-enhancing drugs. It was to be the precursor of more drug cases at the Winter Olympics a year later in Salt Lake City. When Heroes Lie analyzes the history of doping from the 1970s to the present day, using archive footage and interviews with skiers, coaches and experts.",/ibvl1vCeym2gSzyEGAkNj7d8Wer.jpg,0.227758,['Arto Halonen'],corruption cheating olympiansportsteam doping cover-up sportsscandal 2012 huge doping scandal erupted 2001 skiing world championship lahti finland leading large number disqualification athlete host country particular made generous use illegal drug precursor drug case winter olympics year later salt lake city hero lie analyzes history doping 1970s present day using archive footage interview skier coach expert Arto Halonen EskoAho ArtoHalonen,Foreign Documentary,78
79,141267,undercoveragent police organizedcrime mafia crime mole womandirector,JakobEklund JoelKinnaman RuthVegaFernandez JensHultén MikaelTornving MelizKarlge AlexanderKarim MårtenSvedberg MarieRichardson SergejMerkusjev ZeljkoSantrac JessicaZandén AndréSjöberg ThomasNilsson HelenaEliasson FredrikDolk AlexandraZetterberg HenrikNorlén ChristianBrandin AndersGustavsson IsidorAlcaide-Backlund HannaAlsterlund JonasBane,"['Action', 'Crime', 'Thriller']",tt2279786,sv,0.0,2013,"[{'iso_639_1': 'sv', 'name': 'svenska'}]",Johan Falk: Kodnamn Lisa,6.8,10.0,Five men break into Frank Wagner's apartment. Frank is able to escape and seeks out the help of Johan Falk. Has someone leaked that Frank is working with the police? Frank and John do not know who knows what and who they can trust.,/moWsHkIwsnpFtoT1kORa9rWNyKh.jpg,1.107204,['Charlotte Brandström'],undercoveragent police organizedcrime mafia crime mole womandirector 2013 five men break frank wagner apartment frank able escape seek help johan falk someone leaked frank working police frank john know know trust Charlotte Brandström JakobEklund JoelKinnaman RuthVegaFernandez JensHultén MikaelTornving MelizKarlge AlexanderKarim MårtenSvedberg MarieRichardson SergejMerkusjev ZeljkoSantrac JessicaZandén AndréSjöberg ThomasNilsson HelenaEliasson FredrikDolk AlexandraZetterberg HenrikNorlén ChristianBrandin AndersGustavsson IsidorAlcaide-Backlund HannaAlsterlund JonasBane,Action Crime Thriller,79
80,22010,warondrugs documentary marijuana,WoodyHarrelson ChevyChase,['Documentary'],tt0214730,en,0.0,1999,"[{'iso_639_1': 'en', 'name': 'English'}]",Grass,7.0,10.0,"Marijuana is the most controversial drug of the 20th Century. Smoked by generations to little discernible ill effect, it continues to be reviled by many governments on Earth. In this Genie Award-winning documentary veteran Canadian director Ron Mann and narrator Woody Harrelson mix humour and historical footage together to recount how the United States has demonized a relatively harmless drug.",/n5clic0CAoilfOp51Vkz8FdxkXX.jpg,2.601702,['Ron Mann'],warondrugs documentary marijuana 1999 marijuana controversial drug 20th century smoked generation little discernible ill effect continues reviled many government earth genie documentary veteran canadian director ron mann narrator woody harrelson mix humour historical footage together recount united state demonized relatively harmless drug Ron Mann WoodyHarrelson ChevyChase,Documentary,80
81,31208,paris france rome florist exhusband flashbacksequence dysfunctionalfamily montparnasse divorce,ChiaraMastroianni MarinaFoïs Marie-ChristineBarrault Jean-MarcBarr FredUlysse LouisGarrel MarcialDiFonzoBo AliceButaud JulienHonoré CarolineSilhol,"['Comedy', 'Drama']",tt1485762,fr,0.0,2009,"[{'iso_639_1': 'fr', 'name': 'Français'}]",Making Plans for Lena,5.5,11.0,"Ever since she broke up with Nigel, Lena soldiers on through life as best she can with her two kids. She valiantly overcomes the obstacles put in her way. But she has yet to confront the worst of them: Her unstoppable family has decided, by any means necessary, to make her happy.",/hZ6UnB60vgnqg93Mwa474u2KjHj.jpg,2.372304,['Christophe Honoré'],paris france rome florist exhusband flashbacksequence dysfunctionalfamily montparnasse divorce 2009 ever since broke nigel lena soldier life best two kid valiantly overcomes obstacle put way yet confront worst unstoppable family decided mean necessary make happy Christophe Honoré ChiaraMastroianni MarinaFoïs Marie-ChristineBarrault Jean-MarcBarr FredUlysse LouisGarrel MarcialDiFonzoBo AliceButaud JulienHonoré CarolineSilhol,Drama Comedy,81
82,353569,misfit weddingreception wedding rebound dumpedbyboyfriend weddingguest,AnnaKendrick CraigRobinson JuneSquibb LisaKudrow StephenMerchant TonyRevolori WyattRussell AmandaCrew BeckyAnnBaker ThomasCocquerel MariaThayer AndrewDaly AndyStahl RyaMeyers ChrisWhitley MargoMartindale MeganLawless SheriMannStewart TommyO'Brien RichardHaylor CarlosAviles ChelleRamos,"['Comedy', 'Drama']",tt1412528,en,3305592.0,2017,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'ru', 'name': 'Pусский'}]",Table 19,6.2,192.0,"Eloise, having been relieved of maid of honor duties after being unceremoniously dumped by the best man via text, decides to attend the wedding anyway – only to find herself seated with five fellow-unwanted guests at the dreaded Table 19.",/vz0CWnSwcQz1si7pLZp4hC4A1zi.jpg,8.645067,['Jeffrey Blitz'],misfit weddingreception wedding rebound dumpedbyboyfriend weddingguest 2017 eloise relieved maid honor duty unceremoniously dumped best man via text decides attend wedding anyway find seated five guest dreaded table 19 Jeffrey Blitz AnnaKendrick CraigRobinson JuneSquibb LisaKudrow StephenMerchant TonyRevolori WyattRussell AmandaCrew BeckyAnnBaker ThomasCocquerel MariaThayer AndrewDaly AndyStahl RyaMeyers ChrisWhitley MargoMartindale MeganLawless SheriMannStewart TommyO'Brien RichardHaylor CarlosAviles ChelleRamos,Drama Comedy,82
83,55589,,JohannesMeyer AstridHolm KarinNellemose MathildeNielsen ClaraSchønfeld JohannesNielsen PetrineSonne VilhelmPetersen,"['Drama', 'Comedy']",tt0015768,da,0.0,1925,"[{'iso_639_1': 'da', 'name': 'Dansk'}]",Master of the House,6.7,9.0,A bully browbeats his wife and children until he meets his match in the woman who raised him.,/8pNAYSxE3f47ViKodnJ3HaGb4tc.jpg,0.693611,['Carl Theodor Dreyer'], 1925 bully browbeats wife child meet match woman raised Carl Theodor Dreyer JohannesMeyer AstridHolm KarinNellemose MathildeNielsen ClaraSchønfeld JohannesNielsen PetrineSonne VilhelmPetersen,Comedy Drama,83
84,87587,pregnancy,NoahBean RachelBoston AnnaChlumsky JeanBrassard S.LueMcWilliams SteveRoutman JuliaRoyter JackTartaglia DreamaWalker AlThompson,"['Comedy', 'Drama', 'Romance']",tt1691154,en,0.0,2011,"[{'iso_639_1': 'en', 'name': 'English'}]",The Pill,5.6,49.0,"Worried that he has gotten the free-spirited Mindy pregnant after an unprotected one-night stand, Fred feigns romantic interest and sticks by her side for twelve hours to make sure she takes both doses of the morning-after pill.",/uJbzV2liasHMcrUPyVQH6AUEDpD.jpg,1.78658,['J.C. Khoury'],pregnancy 2011 worried gotten mindy pregnant unprotected stand fred feigns romantic interest stick side twelve hour make sure take dos pill J.C. Khoury NoahBean RachelBoston AnnaChlumsky JeanBrassard S.LueMcWilliams SteveRoutman JuliaRoyter JackTartaglia DreamaWalker AlThompson,Drama Comedy Romance,84
85,24236,robbery invention college student invisible science,KurtRussell CesarRomero JoeFlynn JimBackus WilliamWindom FrankWelker JoyceMenges,"['Comedy', 'Family']",tt0069031,en,0.0,1972,"[{'iso_639_1': 'en', 'name': 'English'}]","Now You See Him, Now You Don't",7.2,22.0,"Dexter Riley is a science student at Medfield College who inadvertently invents a liquid capable of rendering objects and people invisible. Before Dexter and his friends, Debbie and Richard Schuyler, can even enjoy their spectacular discovery, corrupt businessman A.J. Arno plots to get his greedy hands on it. Slapstick hijinks ensue as Dexter and his pals try to thwart the evil Arno before he can use the invisibility spray to rob a bank.",/73EzVuHeb2EUh2h4hxUnp83xTyX.jpg,1.215839,['Robert Butler'],robbery invention college student invisible science 1972 dexter riley science student medfield college inadvertently invents liquid capable rendering object people invisible dexter friend debbie richard schuyler even enjoy spectacular discovery corrupt businessman arno plot get greedy hand slapstick hijinks ensue dexter pal try thwart evil arno use invisibility spray rob bank Robert Butler KurtRussell CesarRomero JoeFlynn JimBackus WilliamWindom FrankWelker JoyceMenges,Family Comedy,85
86,18690,elvis rockband heiress elvispresley racecardriver richgirl,ElvisPresley ShelleyFabares DianeMcBain DodieMarshall DeborahWalley JackMullaney DaveBarry WillHutchins WarrenBerlinger JimmyHawkins CarlBetz CecilKellaway UnaMerkel ThordisBrandt VictoriaCarroll PhyllisDavis NancyCzar,"['Drama', 'Comedy', 'Music']",tt0061015,en,0.0,1966,"[{'iso_639_1': 'en', 'name': 'English'}]",Spinout,5.2,8.0,Band singer/race driver Mike McCoy must choose between marrying a beautiful rich girl and driving her father's car in a prestigious race.,/6KuDfcsSkPOAiknNgbwEEbD54G6.jpg,1.185832,['Norman Taurog'],elvis rockband heiress elvispresley racecardriver richgirl 1966 band driver mike mccoy must choose marrying beautiful rich girl driving father car prestigious race Norman Taurog ElvisPresley ShelleyFabares DianeMcBain DodieMarshall DeborahWalley JackMullaney DaveBarry WillHutchins WarrenBerlinger JimmyHawkins CarlBetz CecilKellaway UnaMerkel ThordisBrandt VictoriaCarroll PhyllisDavis NancyCzar,Comedy Music Drama,86
87,93519,bollywood,ShahRukhKhan SalmanKhan Kajol AmrishPuri RakheeGulzar,"['Action', 'Thriller']",tt0113526,hi,0.0,1995,"[{'iso_639_1': 'hi', 'name': 'हिन्दी'}]",Karan Arjun,6.6,22.0,"When Durga's husband speaks out against the tyrannical rule of his brother, Durjan Singh, he is mercilessly killed, and Durga and her two children, Karan and Arjun, are left destitute. Durga brings up her sons without informing them of their heritage nor of the death of their father, but they soon find out when the elder Thakur decides to invite Durga back into his household. This does not auger well with Durjan Singh, and he has the elder Thakur killed. When he finds out about Durga, he goes to end her life, but her sons spring up to defend her, only to get themselves killed. Alone, destitute more than ever, and devastated, Durga loses her mind, and prays to God to bring her sons back so that they can avenge her humiliation, and the death of their father. Seventeen years later, two youth re-enter her life, they do look like her sons, and are ready to take on Durjan Singh, but will they also meet the same fate as Karan, Arjun, and their father? Written by rAjOo (gunwanti@hotmail.com)",/gw2X0foJJf32JFplZSdaJ4oWXep.jpg,2.193229,['Rakesh Roshan'],bollywood 1995 durga husband speaks tyrannical rule brother durjan singh mercilessly killed durga two child karan arjun left destitute durga brings son without informing heritage death father soon find elder thakur decides invite durga back household auger well durjan singh elder thakur killed find durga go end life son spring defend get killed alone destitute ever devastated durga loses mind prays god bring son back avenge humiliation death father seventeen year later two youth life look like son ready take durjan singh also meet fate karan arjun father written rajoo gunwanti Rakesh Roshan ShahRukhKhan SalmanKhan Kajol AmrishPuri RakheeGulzar,Action Thriller,87
